FID;STATE;CWA;COUNTYNAME;FIPS;TIME_ZONE;FE_AREA;LON;LAT
894;MI;APX;Montmorency;26119;E;nn;-84.127300000000005;45.027600000000000
895;MI;GRR;Newaygo;26123;E;wc;-85.800899999999999;43.554200000000002
896;MI;DTX;Oakland;26125;E;se;-83.385499999999993;42.660400000000003
897;MI;APX;Ogemaw;26129;E;nn;-84.126599999999996;44.334899999999998
898;MI;GRR;Osceola;26133;E;cc;-85.325199999999995;43.989899999999999
899;MI;APX;Oscoda;26135;E;nn;-84.129700000000000;44.681699999999999
900;MI;APX;Otsego;26137;E;nn;-84.598799999999997;45.021400000000000
901;NC;RAH;Hoke;37093;E;cc;-79.237099999999998;35.017400000000002
902;NC;RAH;Alamance;37001;E;cc;-79.399500000000003;36.043999999999997
903;NC;GSP;Alexander;37003;E;pd;-81.177199999999999;35.921100000000003
904;NC;RNK;Alleghany;37005;E;nw;-81.128600000000006;36.491500000000002
905;NC;RAH;Anson;37007;E;cc;-80.102699999999999;34.973799999999997
906;NC;RNK;Ashe;37009;E;nw;-81.501000000000005;36.434600000000003
907;NC;GSP;Avery;37011;E;ww;-81.922399999999996;36.076599999999999
908;NC;GSP;Buncombe;37021;E;ww;-82.530199999999994;35.611199999999997
909;NC;GSP;Cabarrus;37025;E;pd;-80.551900000000003;35.386800000000001
910;NC;RNK;Caswell;37033;E;nc;-79.333699999999993;36.393400000000000
911;NC;GSP;Catawba;37035;E;pd;-81.214399999999998;35.662599999999998
912;NC;RAH;Chatham;37037;E;cc;-79.255300000000005;35.702700000000000
913;NC;MRX;Cherokee;37039;E;sw;-84.063500000000005;35.133899999999997
914;NC;MRX;Clay;37043;E;sw;-83.750200000000007;35.057200000000002
915;NC;GSP;Cleveland;37045;E;pd;-81.555400000000006;35.334000000000003
916;NC;RAH;Cumberland;37051;E;cc;-78.827299999999994;35.048499999999997
917;NC;RAH;Davidson;37057;E;cc;-80.212699999999998;35.793199999999999
918;NC;GSP;Davie;37059;E;pd;-80.544600000000003;35.929200000000002
919;NC;RAH;Durham;37063;E;cc;-78.876400000000004;36.035899999999998
920;NC;RAH;Edgecombe;37065;E;cc;-77.597099999999998;35.912900000000000
921;NC;RAH;Forsyth;37067;E;cc;-80.256299999999996;36.130400000000002
922;NC;RAH;Franklin;37069;E;cc;-78.285700000000006;36.082700000000003
923;NC;GSP;Gaston;37071;E;pd;-81.180099999999996;35.294499999999999
924;NC;GSP;Graham;37075;E;ww;-83.833500000000001;35.350200000000001
925;NC;RAH;Granville;37077;E;cc;-78.653000000000006;36.304000000000002
926;NC;MHX;Greene;37079;E;ee;-77.675600000000003;35.485199999999999
927;NC;RAH;Guilford;37081;E;cc;-79.789000000000001;36.079400000000000
928;NC;RAH;Halifax;37083;E;cc;-77.651899999999998;36.257500000000000
929;NC;GSP;Haywood;37087;E;ww;-82.982200000000006;35.556100000000001
930;NC;GSP;Henderson;37089;E;ww;-82.479900000000001;35.336199999999998
931;NC;GSP;Iredell;37097;E;pd;-80.873599999999996;35.807200000000002
932;NC;RAH;Lee;37105;E;cc;-79.171599999999998;35.475000000000001
933;NC;GSP;Lincoln;37109;E;pd;-81.223900000000000;35.486199999999997
934;NC;GSP;Macon;37113;E;ww;-83.422100000000000;35.150399999999998
935;NC;GSP;Madison;37115;E;ww;-82.705699999999993;35.858100000000000
936;NC;GSP;Mecklenburg;37119;E;pd;-80.832800000000006;35.246800000000000
937;NC;GSP;Mitchell;37121;E;ww;-82.163399999999996;36.013300000000001
938;NC;RAH;Montgomery;37123;E;cc;-79.905400000000000;35.332400000000000
939;NC;RAH;Moore;37125;E;cc;-79.481300000000005;35.310699999999997
940;NC;RNK;Yadkin;37197;E;nw;-80.665300000000002;36.160499999999999
941;NC;RAH;Orange;37135;E;cc;-79.120500000000007;36.061399999999999
942;NC;RAH;Person;37145;E;cc;-78.971699999999998;36.390099999999997
943;NC;MHX;Pitt;37147;E;ee;-77.374799999999993;35.593499999999999
944;NC;RAH;Randolph;37151;E;cc;-79.805999999999997;35.710299999999997
945;NC;RAH;Richmond;37153;E;cc;-79.748000000000005;35.005899999999997
946;NC;ILM;Robeson;37155;E;se;-79.103499999999997;34.640099999999997
947;NC;RNK;Rockingham;37157;E;nc;-79.775099999999995;36.396099999999997
948;NC;RAH;Scotland;37165;E;cc;-79.480500000000006;34.841099999999997
949;NC;RAH;Stanly;37167;E;cc;-80.250699999999995;35.311999999999998
950;NC;RNK;Stokes;37169;E;nc;-80.239500000000007;36.401800000000001
951;NC;RNK;Surry;37171;E;nw;-80.688199999999995;36.414800000000000
952;NC;GSP;Swain;37173;E;ww;-83.492699999999999;35.486699999999999
953;NC;GSP;Transylvania;37175;E;ww;-82.798299999999998;35.202199999999998
954;NC;GSP;Union;37179;E;pd;-80.530699999999996;34.988399999999999
955;NC;RAH;Vance;37181;E;cc;-78.408299999999997;36.364800000000002
956;NC;RAH;Wake;37183;E;cc;-78.650400000000005;35.790100000000002
957;NC;RAH;Warren;37185;E;cc;-78.106899999999996;36.396599999999999
958;NC;RNK;Watauga;37189;E;nw;-81.696899999999999;36.231299999999997
959;NC;RNK;Wilkes;37193;E;nw;-81.163799999999995;36.206499999999998
960;NC;RAH;Wilson;37195;E;cc;-77.918499999999995;35.704799999999999
961;NC;GSP;Yancey;37199;E;ww;-82.307599999999994;35.898899999999998
962;NC;RAH;Nash;37127;E;cc;-77.986400000000003;35.967199999999998
963;NC;GSP;Rowan;37159;E;pd;-80.524699999999996;35.639600000000002
964;OH;ILN;Adams;39001;E;sc;-83.471999999999994;38.845700000000001
965;OH;IWX;Allen;39003;E;wc;-84.105699999999999;40.771500000000003
966;OH;CLE;Ashland;39005;E;nc;-82.270700000000005;40.845999999999997
967;OH;RLX;Athens;39009;E;se;-82.045199999999994;39.333700000000000
968;OH;ILN;Auglaize;39011;E;wc;-84.221699999999998;40.560899999999997
969;OH;PBZ;Belmont;39013;E;ec;-80.988500000000002;40.015799999999999
970;OH;ILN;Brown;39015;E;sw;-83.867999999999995;38.934399999999997
971;OH;ILN;Butler;39017;E;sw;-84.575500000000005;39.438600000000001
972;OH;PBZ;Carroll;39019;E;ec;-81.089699999999993;40.579599999999999
973;OH;ILN;Champaign;39021;E;wc;-83.769599999999997;40.137700000000002
974;OH;ILN;Clark;39023;E;wc;-83.783500000000004;39.916800000000002
975;OH;CLE;Wyandot;39175;E;nw;-83.304400000000001;40.842399999999998
976;OH;ILN;Clinton;39027;E;sw;-83.808400000000006;39.414999999999999
977;OH;PBZ;Columbiana;39029;E;ec;-80.777500000000003;40.768599999999999
978;OH;PBZ;Coshocton;39031;E;ec;-81.920000000000002;40.301699999999997
979;OH;CLE;Crawford;39033;E;nc;-82.919700000000006;40.850900000000003
980;OH;ILN;Darke;39037;E;wc;-84.619299999999996;40.133299999999998
981;OH;IWX;Defiance;39039;E;nw;-84.490600000000001;41.323900000000002
982;OH;ILN;Delaware;39041;E;cc;-83.005200000000002;40.278500000000001
983;OH;ILN;Fairfield;39045;E;cc;-82.630499999999998;39.751600000000003
984;OH;ILN;Fayette;39047;E;cc;-83.456100000000006;39.559899999999999
985;OH;ILN;Franklin;39049;E;cc;-83.009299999999996;39.969600000000000
986;OH;IWX;Fulton;39051;E;nw;-84.130099999999999;41.601799999999997
987;OH;RLX;Gallia;39053;E;se;-82.316900000000004;38.824700000000000
988;OH;ILN;Greene;39057;E;wc;-83.889799999999994;39.691499999999998
989;OH;PBZ;Guernsey;39059;E;ec;-81.494200000000006;40.052100000000003
990;OH;ILN;Hamilton;39061;E;sw;-84.542599999999993;39.195399999999999
991;OH;CLE;Hancock;39063;E;nw;-83.666499999999999;41.001899999999999
992;OH;ILN;Hardin;39065;E;wc;-83.659400000000005;40.661499999999997
993;OH;PBZ;Harrison;39067;E;ec;-81.091099999999997;40.293799999999997
994;OH;IWX;Henry;39069;E;nw;-84.068200000000004;41.333900000000000
995;OH;ILN;Hocking;39073;E;cc;-82.479200000000006;39.497000000000000
996;OH;CLE;Holmes;39075;E;ne;-81.929400000000001;40.561199999999999
997;OH;CLE;Huron;39077;E;nc;-82.598399999999998;41.146200000000000
998;OH;RLX;Jackson;39079;E;se;-82.618399999999994;39.019700000000000
999;OH;PBZ;Jefferson;39081;E;ec;-80.760999999999996;40.384999999999998
1000;OH;CLE;Knox;39083;E;nc;-82.421599999999998;40.398800000000001
1001;OH;RLX;Lawrence;39087;E;se;-82.536799999999999;38.598500000000001
1002;OH;ILN;Licking;39089;E;cc;-82.483500000000006;40.091799999999999
1003;OH;ILN;Logan;39091;E;wc;-83.765799999999999;40.388500000000001
1004;OH;CLE;Lorain;39093;E;nc;-82.151200000000003;41.295499999999997
1005;OH;ILN;Madison;39097;E;cc;-83.399900000000002;39.894100000000002
1006;OH;CLE;Mahoning;39099;E;ne;-80.775300000000001;41.014600000000002
1007;OH;CLE;Marion;39101;E;nc;-83.160899999999998;40.587299999999999
1008;OH;CLE;Medina;39103;E;ne;-81.899699999999996;41.117600000000003
1009;OH;RLX;Meigs;39105;E;se;-82.022900000000007;39.082099999999997
1010;OH;ILN;Mercer;39107;E;wc;-84.629300000000001;40.539999999999999
1011;OH;ILN;Miami;39109;E;wc;-84.228899999999996;40.053400000000003
1012;OH;PBZ;Monroe;39111;E;ec;-81.082899999999995;39.727400000000003
1013;OH;ILN;Montgomery;39113;E;wc;-84.290599999999998;39.754500000000000
1014;OH;RLX;Morgan;39115;E;se;-81.852699999999999;39.620300000000000
1015;OH;CLE;Morrow;39117;E;nc;-82.794100000000000;40.524000000000001
1016;OH;PBZ;Muskingum;39119;E;ec;-81.944400000000002;39.965400000000002
1017;OH;PBZ;Noble;39121;E;ec;-81.455600000000004;39.765999999999998
1018;OH;IWX;Paulding;39125;E;wc;-84.580100000000002;41.116599999999998
1019;OH;RLX;Perry;39127;E;se;-82.236099999999993;39.737099999999998
1020;OH;ILN;Pickaway;39129;E;cc;-83.024299999999997;39.642000000000003
1021;OH;ILN;Pike;39131;E;sc;-83.066800000000001;39.077399999999997
1022;OH;CLE;Portage;39133;E;ne;-81.196200000000005;41.167600000000000
1023;OH;ILN;Preble;39135;E;wc;-84.648099999999999;39.741599999999998
1024;OH;IWX;Putnam;39137;E;wc;-84.131699999999995;41.022100000000002
1025;OH;CLE;Richland;39139;E;nc;-82.536500000000004;40.774700000000003
1026;OH;ILN;Ross;39141;E;sc;-83.057000000000002;39.337600000000002
1027;OH;ILN;Scioto;39145;E;sc;-82.992800000000003;38.804000000000002
1028;OH;CLE;Seneca;39147;E;nw;-83.127700000000004;41.123899999999999
1029;OH;ILN;Shelby;39149;E;wc;-84.204800000000006;40.331499999999998
1030;OH;CLE;Stark;39151;E;ne;-81.365899999999996;40.813800000000001
1031;OH;CLE;Summit;39153;E;ne;-81.532100000000000;41.125900000000001
1032;OH;CLE;Trumbull;39155;E;ne;-80.760400000000004;41.317399999999999
1033;OH;PBZ;Tuscarawas;39157;E;ec;-81.473799999999997;40.441000000000003
1034;OH;ILN;Union;39159;E;cc;-83.371499999999997;40.299500000000002
1035;OH;IWX;Van Wert;39161;E;wc;-84.586100000000002;40.855400000000003
1036;OH;RLX;Vinton;39163;E;se;-82.485399999999998;39.250999999999998
1037;OH;ILN;Warren;39165;E;sw;-84.166799999999995;39.427700000000002
1038;OH;RLX;Washington;39167;E;se;-81.495300000000000;39.455300000000001
1039;OH;CLE;Wayne;39169;E;ne;-81.888300000000001;40.828899999999997
1040;OH;IWX;Williams;39171;E;nw;-84.588200000000001;41.560299999999998
1041;OH;CLE;Wood;39173;E;nw;-83.623000000000005;41.361699999999999
1042;OH;ILN;Clermont;39025;E;sw;-84.152199999999993;39.047600000000003
1043;OH;ILN;Highland;39071;E;sc;-83.600899999999996;39.184800000000003
1044;SC;GSP;Abbeville;45001;E;up;-82.458699999999993;34.222600000000000
1045;SC;CHS;Allendale;45005;E;se;-81.358099999999993;32.988100000000003
1046;SC;GSP;Anderson;45007;E;up;-82.637900000000002;34.519100000000002
1047;SC;CAE;Bamberg;45009;E;cc;-81.054199999999994;33.214700000000001
1048;SC;GSP;Cherokee;45021;E;up;-81.620400000000004;35.048200000000001
1049;SC;GSP;Chester;45023;E;up;-81.159499999999994;34.692100000000003
1050;SC;CAE;Chesterfield;45025;E;cc;-80.158600000000007;34.639800000000001
1051;SC;ILM;Darlington;45031;E;ne;-79.957700000000003;34.332299999999996
1052;SC;CAE;Edgefield;45037;E;cc;-81.966600000000000;33.772300000000001
1053;SC;CAE;Fairfield;45039;E;cc;-81.121200000000002;34.395099999999999
1054;SC;GSP;Greenwood;45047;E;up;-82.125900000000001;34.153799999999997
1055;SC;CAE;Kershaw;45055;E;cc;-80.590299999999999;34.338799999999999
1056;SC;CAE;Lancaster;45057;E;cc;-80.705399999999997;34.686700000000002
1057;SC;GSP;Laurens;45059;E;up;-82.006000000000000;34.483600000000003
1058;SC;CAE;Lee;45061;E;cc;-80.254499999999993;34.163300000000000
1059;SC;CAE;Lexington;45063;E;cc;-81.272199999999998;33.902200000000001
1060;SC;CAE;McCormick;45065;E;cc;-82.309899999999999;33.899600000000000
1061;SC;ILM;Marlboro;45069;E;ne;-79.678600000000003;34.601999999999997
1062;SC;CAE;Newberry;45071;E;cc;-81.600099999999998;34.289800000000000
1063;SC;CAE;Richland;45079;E;cc;-80.903099999999995;34.021799999999999
1064;SC;CAE;Saluda;45081;E;cc;-81.726900000000001;34.006100000000004
1065;SC;GSP;Spartanburg;45083;E;up;-81.990700000000004;34.931300000000000
1066;SC;GSP;York;45091;E;up;-81.184500000000000;34.974699999999999
1067;SC;GSP;Union;45087;E;up;-81.619399999999999;34.689200000000000
1068;SC;CAE;Aiken;45003;E;cc;-81.634799999999998;33.544400000000003
1069;NC;RAH;Johnston;37101;E;cc;-78.365700000000004;35.517600000000002
1070;NC;MHX;Lenoir;37107;E;ee;-77.641599999999997;35.239300000000000
1071;NC;RAH;Wayne;37191;E;cc;-78.004000000000005;35.363799999999998
1072;NC;RAH;Harnett;37085;E;cc;-78.869299999999996;35.368699999999997
1073;NC;RAH;Sampson;37163;E;cc;-78.371200000000002;34.991500000000002
1074;NC;ILM;Columbus;37047;E;se;-78.655000000000001;34.265500000000003
1075;SC;ILM;Dillon;45033;E;ne;-79.378900000000002;34.391500000000001
1076;SC;ILM;Marion;45067;E;ne;-79.362499999999997;34.080100000000002
1077;SC;CAE;Calhoun;45017;E;cc;-80.780199999999994;33.674900000000001
1078;SC;ILM;Florence;45041;E;ne;-79.702799999999996;34.024500000000003
1079;SC;CAE;Sumter;45085;E;cc;-80.382300000000001;33.916200000000003
1080;SC;CAE;Clarendon;45027;E;cc;-80.216399999999993;33.665799999999997
1081;SC;CHS;Dorchester;45035;E;se;-80.405199999999994;33.079500000000003
1082;GA;CHS;Effingham;13103;E;se;-81.340699999999998;32.367500000000000
1083;SC;CAE;Orangeburg;45075;E;cc;-80.800299999999993;33.439000000000000
1084;SC;ILM;Williamsburg;45089;E;ne;-79.727699999999999;33.619900000000001
1085;NC;MHX;Dare;37055;E;ee;-75.800899999999999;35.771500000000003
1086;NC;MHX;Pamlico;37137;E;ee;-76.748800000000003;35.140700000000002
1087;NC;ILM;Bladen;37017;E;se;-78.563199999999995;34.614300000000000
1088;GA;TAE;Decatur;13087;E;sw;-84.757700000000000;30.799399999999999
1089;GA;TAE;Decatur;13087;E;sw;-84.572000000000003;30.881499999999999
1090;SC;CHS;Hampton;45049;E;se;-81.140600000000006;32.776299999999999
1091;SC;CHS;Charleston;45019;E;se;-80.183099999999996;32.671399999999998
1092;SC;CHS;Charleston;45019;E;se;-79.943899999999999;32.841099999999997
1093;GA;TAE;Seminole;13253;E;sw;-84.881200000000007;30.793500000000002
1094;GA;TAE;Seminole;13253;E;sw;-84.868099999999998;30.948100000000000
1095;OH;CLE;Lucas;39095;E;nw;-83.658600000000007;41.619999999999997
1096;OH;CLE;Ottawa;39123;E;nw;-83.146699999999996;41.538100000000000
1097;OH;CLE;Geauga;39055;E;ne;-81.178600000000003;41.499499999999998
1098;GA;JAX;Charlton;13049;E;se;-82.138000000000005;30.781800000000000
1099;NC;MHX;Jones;37103;E;ee;-77.355500000000006;35.022199999999998
1100;OH;CLE;Lake;39085;E;ne;-81.236999999999995;41.696800000000003
1101;OH;CLE;Sandusky;39143;E;nw;-83.144999999999996;41.356499999999997
1102;NC;MHX;Duplin;37061;E;ee;-77.933300000000003;34.936500000000002
1103;GA;TAE;Quitman;13239;E;sw;-85.018799999999999;31.867400000000000
1104;GA;TAE;Clay;13061;E;sw;-84.980300000000000;31.626400000000000
1105;GA;CHS;Liberty;13179;E;se;-81.499799999999993;31.830800000000000
1106;GA;FFC;Fulton;13121;E;nc;-84.466899999999995;33.790300000000002
1107;NC;GSP;McDowell;37111;E;ww;-82.048699999999997;35.681300000000000
1108;NC;GSP;Polk;37149;E;ww;-82.169600000000003;35.279299999999999
1109;NC;GSP;Rutherford;37161;E;ww;-81.920199999999994;35.402299999999997
1110;NC;GSP;Jackson;37099;E;ww;-83.140799999999999;35.287399999999998
1111;NC;GSP;Caldwell;37027;E;ww;-81.546499999999995;35.953000000000003
1112;NC;GSP;Burke;37023;E;ww;-81.704499999999996;35.749499999999998
1113;OH;CLE;Ashtabula;39007;E;ne;-80.748500000000007;41.707400000000000
1114;SC;GSP;Greenville;45045;E;up;-82.370800000000003;34.894399999999997
1115;SC;GSP;Oconee;45073;E;up;-83.065899999999999;34.753500000000003
1116;SC;GSP;Pickens;45077;E;up;-82.725399999999993;34.887500000000003
1117;GA;JAX;Camden;13039;E;se;-81.682000000000002;30.933499999999999
1118;SC;CHS;Berkeley;45015;E;se;-79.950800000000001;33.197800000000001
1119;SC;ILM;Horry;45051;E;ne;-78.996600000000001;33.921500000000002
1120;GA;CHS;Bryan;13029;E;se;-81.447400000000002;32.017499999999998
1121;SC;CHS;Colleton;45029;E;se;-80.668000000000006;32.865499999999997
1122;GA;CHS;Chatham;13051;E;se;-81.141599999999997;32.009900000000002
1123;GA;CHS;Chatham;13051;E;se;-81.039400000000001;31.929700000000000
1124;GA;CHS;Long;13183;E;se;-81.745999999999995;31.752800000000001
1125;OH;CLE;Cuyahoga;39035;E;ne;-81.658699999999996;41.424300000000002
1126;OH;CLE;Erie;39043;E;nc;-82.617800000000003;41.363500000000002
1127;GA;JAX;Glynn;13127;E;se;-81.551199999999994;31.236499999999999
1128;GA;CHS;McIntosh;13191;E;se;-81.414900000000003;31.500699999999998
1129;MS;MEG;Coahoma;28027;C;nw;-90.602699999999999;34.229199999999999
1130;MS;JAN;Clay;28025;C;ne;-88.781499999999994;33.655700000000003
1131;MS;JAN;Clarke;28023;C;ec;-88.689400000000006;32.041400000000003
1132;MS;JAN;Claiborne;28021;C;sw;-90.911799999999999;31.973700000000001
1133;MS;JAN;Choctaw;28019;C;cc;-89.248400000000004;33.347299999999997
1134;MS;MEG;Chickasaw;28017;C;ne;-88.947900000000004;33.920800000000000
1135;MS;JAN;Carroll;28015;C;nc;-89.920199999999994;33.448500000000003
1136;MS;MEG;Calhoun;28013;C;ne;-89.336399999999998;33.936399999999999
1137;MS;JAN;Bolivar;28011;C;nw;-90.880399999999995;33.795499999999997
1138;MS;LIX;Pearl River;28109;C;ss;-89.589799999999997;30.768599999999999
1139;MS;MEG;Alcorn;28003;C;ne;-88.580299999999994;34.880800000000001
1140;MS;JAN;Yazoo;28163;C;cc;-90.396500000000003;32.780400000000000
1141;TN;OHX;Overton;47133;C;mi;-85.288100000000000;36.344999999999999
1142;TN;OHX;Perry;47135;C;mi;-87.858999999999995;35.642600000000002
1143;AL;MOB;Crenshaw;01041;C;sc;-86.313599999999994;31.731500000000000
1144;AL;HUN;Cullman;01043;C;nc;-86.867599999999996;34.131999999999998
1145;AL;TAE;Dale;01045;C;se;-85.611000000000004;31.431799999999999
1146;AL;BMX;Dallas;01047;C;sc;-87.106499999999997;32.325800000000001
1147;AL;HUN;DeKalb;01049;C;ne;-85.804100000000005;34.459800000000001
1148;AL;BMX;Elmore;01051;C;ec;-86.149199999999993;32.596600000000002
1149;AL;MOB;Escambia;01053;C;sc;-87.161600000000007;31.126200000000001
1150;AL;BMX;Etowah;01055;C;ne;-86.034800000000004;34.045299999999997
1151;AL;BMX;Fayette;01057;C;wc;-87.738799999999998;33.721200000000003
1152;AL;HUN;Franklin;01059;C;nw;-87.843800000000002;34.441699999999997
1153;AL;TAE;Geneva;01061;C;se;-85.838999999999999;31.094999999999999
1154;AL;BMX;Greene;01063;C;wc;-87.952200000000005;32.853099999999998
1155;AL;BMX;Hale;01065;C;wc;-87.629099999999994;32.762700000000002
1156;AL;TAE;Houston;01069;C;se;-85.302499999999995;31.153199999999998
1157;AL;BMX;Jefferson;01073;C;cc;-86.896500000000003;33.554299999999998
1158;AL;BMX;Lamar;01075;C;wc;-88.096900000000005;33.779200000000003
1159;AL;HUN;Lauderdale;01077;C;nw;-87.654300000000006;34.901499999999999
1160;AL;HUN;Lawrence;01079;C;nw;-87.311000000000007;34.521999999999998
1161;AL;BMX;Lee;01081;C;ec;-85.355599999999995;32.601199999999999
1162;AL;HUN;Limestone;01083;C;nc;-86.981300000000005;34.810099999999998
1163;AL;BMX;Lowndes;01085;C;sc;-86.650099999999995;32.154800000000002
1164;AL;BMX;Macon;01087;C;se;-85.692599999999999;32.386000000000003
1165;AL;HUN;Madison;01089;C;nc;-86.550200000000004;34.763100000000001
1166;AL;BMX;Marengo;01091;C;sw;-87.789500000000004;32.247599999999998
1167;AL;BMX;Marion;01093;C;nw;-87.887100000000004;34.136600000000001
1168;AL;HUN;Marshall;01095;C;ne;-86.306600000000003;34.366900000000001
1169;AL;MOB;Monroe;01099;C;sc;-87.365799999999993;31.570599999999999
1170;AL;BMX;Montgomery;01101;C;sc;-86.207599999999999;32.220199999999998
1171;AL;HUN;Morgan;01103;C;nc;-86.852900000000005;34.453499999999998
1172;NE;LBF;Deuel;31049;M;pa;-102.333900000000000;41.111600000000003
1173;NE;FSD;Dixon;31051;C;ne;-96.867800000000003;42.493200000000002
1174;NE;OAX;Dodge;31053;C;ec;-96.654200000000003;41.577700000000000
1175;NE;OAX;Douglas;31055;C;ec;-96.154399999999995;41.295299999999997
1176;NE;GLD;Dundy;31057;M;sw;-101.687899999999999;40.176200000000001
1177;NE;GID;Fillmore;31059;C;sc;-97.596400000000003;40.524700000000003
1178;NE;GID;Franklin;31061;C;sc;-98.952699999999993;40.176400000000001
1179;NE;LBF;Frontier;31063;C;sw;-100.394199999999998;40.530099999999997
1180;NE;GID;Furnas;31065;C;sc;-99.912300000000002;40.176499999999997
1181;NE;OAX;Gage;31067;C;se;-96.689300000000003;40.261899999999997
1182;NE;LBF;Garden;31069;M;pa;-102.335400000000007;41.619399999999999
1183;NE;LBF;Garfield;31071;C;nc;-98.991399999999999;41.914299999999997
1184;NE;GID;Gosper;31073;C;sc;-99.830699999999993;40.514800000000001
1185;NE;LBF;Grant;31075;M;wc;-101.740499999999997;41.914999999999999
1186;NE;GID;Greeley;31077;C;cc;-98.521199999999993;41.567500000000003
1187;NE;GID;Hall;31079;C;sc;-98.502200000000002;40.872500000000002
1188;NE;GID;Hamilton;31081;C;sc;-98.023300000000006;40.873500000000000
1189;NE;GID;Harlan;31083;C;sc;-99.404600000000002;40.176499999999997
1190;NE;LBF;Hayes;31085;C;sw;-101.061800000000005;40.524799999999999
1191;NE;GLD;Hitchcock;31087;C;sw;-101.042199999999994;40.176299999999998
1192;NE;LBF;Holt;31089;C;nc;-98.783799999999999;42.455700000000000
1193;NE;LBF;Hooker;31091;M;wc;-101.135300000000001;41.915900000000001
1194;NE;GID;Howard;31093;C;cc;-98.517099999999999;41.219999999999999
1195;NE;OAX;Jefferson;31095;C;se;-97.142600000000002;40.175699999999999
1196;NE;OAX;Johnson;31097;C;se;-96.264899999999997;40.392600000000002
1197;NE;GID;Kearney;31099;C;sc;-98.947999999999993;40.506700000000002
1198;NE;LBF;Keith;31101;M;sw;-101.661299999999997;41.198799999999999
1199;NE;LBF;Keya Paha;31103;C;nc;-99.712400000000002;42.878900000000002
1200;NE;CYS;Kimball;31105;M;pa;-103.715000000000003;41.197699999999998
1201;NE;OAX;Knox;31107;C;ne;-97.891900000000007;42.636899999999997
1202;MD;LWX;Harford;24025;E;nn;-76.319400000000002;39.561599999999999
1203;MD;LWX;Calvert;24009;E;ss;-76.569599999999994;38.552900000000001
1204;VA;LWX;City of Alexandria;51510;E;nn;-77.086100000000002;38.818500000000000
1205;MD;LWX;Baltimore City;24510;E;nn;-76.616299999999995;39.308700000000002
1206;MD;LWX;St. Marys;24037;E;ss;-76.607600000000005;38.305199999999999
1207;MD;LWX;Calvert;24009;E;ss;-76.480500000000006;38.383800000000001
1208;MD;LWX;Anne Arundel;24003;E;cc;-76.527900000000002;38.933199999999999
1209;MD;LWX;St. Marys;24037;E;ss;-76.620199999999997;38.272900000000000
1210;MD;LWX;Charles;24017;E;ss;-76.989900000000006;38.507700000000000
1211;VA;LWX;King George;51099;E;cc;-77.157200000000003;38.272900000000000
1212;VA;LWX;Fairfax;51059;E;nn;-77.278800000000004;38.838500000000003
1213;VA;LWX;Prince William;51153;E;nn;-77.482100000000003;38.703699999999998
1214;VA;LWX;Stafford;51179;E;nn;-77.460300000000004;38.421300000000002
1215;MD;LWX;Charles;24017;E;ss;-76.980900000000005;38.393000000000001
1216;VA;LWX;King George;51099;E;cc;-77.051599999999993;38.315100000000001
1217;VA;LWX;Stafford;51179;E;nn;-77.328699999999998;38.382500000000000
1218;VA;LWX;Prince William;51153;E;nn;-77.282600000000002;38.571100000000001
1219;MD;LWX;Baltimore City;24510;E;nn;-76.575800000000001;39.253100000000003
1220;MD;LWX;Prince Georges;24033;E;cc;-77.009900000000002;38.701400000000000
1221;VA;LWX;Fairfax;51059;E;nn;-77.178799999999995;38.697099999999999
1222;VA;LWX;Nelson;51125;E;cc;-78.886700000000005;37.787399999999998
1223;VA;AKQ;New Kent;51127;E;ec;-76.997200000000007;37.505200000000002
1224;VA;AKQ;Nottoway;51135;E;sc;-78.051299999999998;37.143099999999997
1225;VA;AKQ;Powhatan;51145;E;cc;-77.915099999999995;37.550199999999997
1226;VA;AKQ;Prince Edward;51147;E;cc;-78.441100000000006;37.224299999999999
1227;VA;AKQ;King William;51101;E;ec;-77.088399999999993;37.706699999999998
1228;VA;AKQ;Sussex;51183;E;se;-77.261799999999994;36.921799999999998
1229;VA;AKQ;Hanover;51085;E;cc;-77.490899999999996;37.760100000000001
1230;TN;OHX;Pickett;47137;C;mi;-85.074799999999996;36.558500000000002
1231;TN;OHX;Putnam;47141;C;mi;-85.495099999999994;36.140799999999999
1232;TN;MRX;Rhea;47143;E;ea;-84.924400000000006;35.608699999999999
1233;TN;MRX;Roane;47145;E;ea;-84.523300000000006;35.847799999999999
1234;TN;OHX;Robertson;47147;C;mi;-86.870500000000007;36.525399999999998
1235;TN;OHX;Rutherford;47149;C;mi;-86.416700000000006;35.842700000000001
1236;TN;MRX;Scott;47151;E;ea;-84.503500000000003;36.428600000000003
1237;TN;MRX;Sequatchie;47153;C;ea;-85.410600000000002;35.371200000000002
1238;TN;MEG;Shelby;47157;C;ww;-89.895600000000002;35.183700000000002
1239;TN;OHX;Smith;47159;C;mi;-85.956699999999998;36.250500000000002
1240;TN;OHX;Stewart;47161;C;mi;-87.838499999999996;36.501199999999997
1241;TN;MRX;Sullivan;47163;E;ea;-82.304199999999994;36.512900000000002
1242;TN;OHX;Sumner;47165;C;mi;-86.460300000000004;36.469400000000000
1243;TN;OHX;Trousdale;47169;C;mi;-86.156700000000001;36.392099999999999
1244;TN;MRX;Unicoi;47171;E;ea;-82.432199999999995;36.110799999999998
1245;TN;MRX;Union;47173;E;ea;-83.837500000000006;36.287900000000000
